timestep,x,y,z,roll,pitch,yaw,phase
0.0,2.0,0.0,3.0,0.0,-0.0,0.0,0.0
0.0,1.9910928536844472,0.0,3.004878830893831,-0.0,-0.0019267491216102346,0.0,0.0
1.0,1.9821583658107127,-6.658718274088754e-08,3.0100918158947017,-2.2931889106690973e-06,-0.006061366674833909,-2.0085987246805017e-08,0.0
2.0,1.9731717951562493,1.640360614418448e-07,3.015484845896485,3.4010635224726545e-06,-0.010740925477743734,-1.3304064612051706e-08,0.0
3.0,1.9641890734129779,-2.2238495934300946e-07,3.0210455813854025,-2.455199993219838e-06,-0.01595292234379016,-2.259211195136977e-10,0.0
4.0,1.9551964967957753,9.239832317610047e-07,3.026706293141096,2.1068063320541084e-05,-0.021298911515041048,-1.377536968823365e-07,0.0
5.0,1.9461932920503533,-5.905815083231431e-06,3.032463115291286,-0.00013348535502302573,-0.026500152656286673,1.8560153189558389e-07,0.0
6.0,1.9371713115548028,2.028458189108316e-05,3.0382828919100318,0.00042264146174507617,-0.031324262737173966,-1.4401546003710527e-07,0.0
7.0,1.9281675009685313,-1.9303521421294808e-05,3.044059531778362,-2.8607460729498985e-05,-0.03639093339702262,8.162190586195814e-06,0.0
8.0,1.9191575810284867,7.448588942849941e-06,3.04980788158198,0.0001975834738129211,-0.04134820586853031,8.612116155198204e-06,0.0
9.0,1.910134985077266,-1.788211007334279e-06,3.055597339290245,0.00011468913073627897,-0.045934934362877565,6.9174063617517914e-06,0.0
10.0,1.901105218372842,-7.148421024326718e-06,3.061424797125611,-9.24001754851583e-05,-0.05009789834014348,5.642453605088077e-06,0.0
11.0,1.892087014013048,6.002000145669315e-06,3.067194234934263,9.834351935528071e-05,-0.05410991007269003,6.3417887253672825e-06,0.0
12.0,1.8830678625796253,4.1697580805545904e-06,3.072958049908874,0.00020497893275139045,-0.05794251556123041,5.982772014719306e-06,0.0
13.0,1.8740464697449282,-4.605000599288791e-06,3.07869196435245,5.517745398212238e-05,-0.061416554445903764,4.0626505464799255e-06,0.0
14.0,1.86502694693357,-1.286941762790534e-06,3.084418288584089,1.9334002074521356e-05,-0.06465701836312703,2.4006510944180336e-06,0.0
15.0,1.8560131513040175,5.079628201089385e-06,3.090121490868444,0.00018693976033635516,-0.06776952695454917,4.228644985492746e-06,0.0
16.0,1.8469975471430147,2.3263810820033827e-06,3.095832748244354,0.0002381158519542763,-0.07076697144141401,4.131438598622555e-06,0.0
17.0,1.8379847916850756,-3.546985359456741e-06,3.1015186710501057,0.00011060759604097861,-0.07360851674920978,2.2534539503948844e-06,0.0
18.0,1.8289741280652327,-6.448596986166555e-06,3.107204169915194,-8.760995669122745e-05,-0.07637589852180998,3.7843767147129566e-07,0.0
19.0,1.8199671120074756,-3.2802830275495208e-06,3.1128845746735037,-0.00017491592399089236,-0.079203462108867,-4.2863761060939634e-07,0.0
20.0,1.8109603631379847,3.3193226537657598e-06,3.118556427852961,-6.591978716983748e-05,-0.08197472678071484,-2.0711551207742185e-07,0.0
21.0,1.8019509927269206,4.387947620847265e-06,3.1242322574936545,5.8168920595073205e-05,-0.08469517618657735,-4.922920962927336e-07,0.0
22.0,1.7929449954339762,2.307050117432864e-06,3.1299062136981433,0.00011306158890230612,-0.08747875181304197,-1.247196429172474e-06,0.0
23.0,1.7839366843716438,-1.4182935479723468e-06,3.135579947826717,5.195894035063867e-05,-0.0901868440801422,-3.6477282219115633e-06,0.0
24.0,1.7749302583623938,-2.1912997366285243e-06,3.1412518130617024,-2.2994335891829735e-05,-0.0929076214096076,-5.863436574345798e-06,0.0
25.0,1.766107024569164,2.2409818830111195e-07,3.1461654728738093,-2.247479005969172e-05,-0.09545111050214918,-7.965501451293401e-06,0.0
26.0,1.7572884422601753,9.649387962655793e-07,3.1510361068977173,-8.34696778202614e-06,-0.09776600846016262,-1.0612243985814504e-05,0.0
27.0,1.748475366679137,-3.186682490739383e-07,3.1558812917724675,-4.051504933426994e-05,-0.0999289084334945,-1.4314804241167407e-05,0.0
28.0,1.7396666248509716,-2.7221451884581866e-06,3.16071275307627,-0.00014445422814762392,-0.10201419150588562,-1.898687005552937e-05,0.0
29.0,1.730862157350061,-2.5948463701624673e-06,3.165535590118931,-0.0002340863189862653,-0.10410225019647219,-2.3923289368835806e-05,0.0
30.0,1.7220590266632758,-1.6649338954247223e-07,3.170353846518704,-0.00024240061175740137,-0.10621377438000287,-2.7231195667012534e-05,0.0
31.0,1.7132542621809643,1.0924276772633936e-06,3.1751735579485296,-0.0002075694593885958,-0.1082871676600963,-2.852819978701819e-05,0.0
32.0,1.7044538618832294,1.5975071435187905e-06,3.1799916631965557,-0.0001586090420903276,-0.11047105204121072,-2.9482936468441523e-05,0.0
33.0,1.6956568053284842,1.8207610768932914e-06,3.184808891798949,-0.00011024559367583087,-0.11283491721789655,-2.9655126749988824e-05,0.0
34.0,1.6868510080426085,-2.972553358084569e-06,3.189634128755399,-0.00020395122543265612,-0.11518988737872274,-3.16147398754791e-05,0.0
35.0,1.678049951141879,-1.3699611659319633e-06,3.194458186689677,-0.00023381316324922803,-0.11766322351089475,-3.298635638877905e-05,0.0
36.0,1.6692469947880118,3.48850648925616e-06,3.199281009558169,-0.0001155987410055531,-0.12014723626759423,-3.2771464658224266e-05,0.0
37.0,1.6604437439854194,3.5951437231264264e-06,3.204110290656242,-8.669236819422148e-06,-0.12270245873406997,-3.289510402111151e-05,0.0
38.0,1.6516412220615622,1.664375473860167e-06,3.2089378990373962,3.788368229511214e-05,-0.12535525627809352,-3.379450324777835e-05,0.0
39.0,1.6428352034352929,-1.0800248217715907e-06,3.2137694796025777,-7.635659085401448e-07,-0.12795643406607873,-3.550968866528736e-05,0.0
40.0,1.6340224258980771,6.163858870226853e-07,3.218614969379207,2.172782138154066e-05,-0.13051504800956956,-3.771804507836693e-05,0.0
41.0,1.62522362845277,2.4886647031725723e-06,3.2234406631602486,9.69423035801051e-05,-0.13323942162168056,-3.939008550311758e-05,0.0
42.0,1.616420512962915,1.0649214796265194e-06,3.228268545990788,0.0001239166573294954,-0.13599652057377778,-4.1008588798708484e-05,0.0
43.0,1.6076146301827299,-1.2199595871646639e-06,3.2330971507993773,7.285060534941885e-05,-0.1386784968478171,-4.339988981382539e-05,0.0
44.0,1.5988095981955945,-1.379477379888844e-06,3.2379273289571806,2.279202691937235e-05,-0.14136752924977758,-4.634231559833673e-05,0.0
45.0,1.5900054691982097,-1.460154609397372e-07,3.2427587039144643,1.3290929537312351e-05,-0.14413420403443442,-4.8910195265336856e-05,0.0
46.0,1.5812010007739354,2.0127993381700188e-07,3.247588446586088,8.929532057919785e-06,-0.1469026463624258,-5.1817379086292246e-05,0.0
47.0,1.5723964586167534,2.5382676497006433e-07,3.252417877726577,5.006456247032086e-06,-0.14968188199580215,-5.4904400648262635e-05,0.0
48.0,1.5635909598977196,1.2414270247276853e-07,3.2572490041798057,-3.65187319309991e-06,-0.15245310819496422,-5.814467670409582e-05,0.0
49.0,1.5547857227918875,1.3003352101467182e-07,3.2620799272423033,-1.3476858158421417e-05,-0.15522643297067723,-6.144013144538112e-05,0.0
50.0,1.54562458772424,1.9519611773809025e-06,3.265125489924233,4.947316614423755e-05,-0.1577756453160907,-6.184113267079219e-05,0.0
51.0,1.5364694590307961,6.688227701760036e-07,3.268085368117678,5.879226247526543e-05,-0.15989988463485336,-6.280082558244176e-05,0.0
52.0,1.5273269382698438,-1.8960860075585065e-06,3.270996200341043,-2.2315888134592612e-05,-0.1616437267162479,-6.560896602022007e-05,0.0
53.0,1.518197776518714,-7.941785379082736e-07,3.2738834677006303,-5.1224841765471504e-05,-0.1633464453300418,-6.640534735473405e-05,0.0
54.0,1.5090767453242335,-1.519549724237538e-06,3.2767473285518975,-0.0001100779933273381,-0.16502475708518818,-6.73269775644437e-05,0.0
55.0,1.4999600779906876,-2.366380872261208e-06,3.2796053330040187,-0.00019493654236440395,-0.1667658268130207,-6.912126241796564e-05,0.0
56.0,1.4908444862963843,-3.0708127584095538e-06,3.2824638870387632,-0.00029751260060546255,-0.16860043267461708,-7.087264738205327e-05,0.0
57.0,1.481729124227405,-2.666835133169875e-06,3.28532624813232,-0.0003845340466747504,-0.1705590526933022,-7.213605429611128e-05,0.0
58.0,1.472613963635691,-1.606932516967241e-06,3.2881912413196916,-0.00043681200528721605,-0.17265842571184858,-7.277779699141127e-05,0.0
59.0,1.4634984912569842,-3.7492383865206944e-07,3.2910571182928092,-0.00045008006963483674,-0.17489029754772076,-7.261097759016663e-05,0.0
60.0,1.4543824030083148,4.5074639530307197e-07,3.293926009966576,-0.0004376644781760966,-0.1772545301341536,-7.181220407487223e-05,0.0
61.0,1.4452651956962395,6.053430054415499e-07,3.2967981696642754,-0.0004200397670996468,-0.17973768522243422,-7.078323986554263e-05,0.0
62.0,1.436147004580922,4.1799835560176214e-07,3.299672913423978,-0.00040762509565067765,-0.18232767139463496,-6.996350417780325e-05,0.0
63.0,1.427027102350184,5.463274414206125e-08,3.3025519065453786,-0.0004055779635368703,-0.18500280732519853,-6.929076197718051e-05,0.0
64.0,1.417907968359091,-1.5882889408637037e-07,3.305430055082312,-0.0004095169672233037,-0.18777856530491,-6.859720624040326e-05,0.0
65.0,1.408788334842147,-2.6735222011707724e-07,3.3083099144107897,-0.0004165698200257589,-0.1906441240906288,-6.785888375480069e-05,0.0
66.0,1.3996676282470528,-4.654249715318039e-07,3.311192628319772,-0.0004289672244518356,-0.19358633095390482,-6.707593692981694e-05,0.0
67.0,1.3905453678909312,-5.519571267917146e-07,3.31407920257791,-0.0004433748602516713,-0.19658265539633446,-6.641698489896323e-05,0.0
68.0,1.3814229282379074,-5.332057293443976e-07,3.316965234099711,-0.00045623395596831,-0.1996334313508058,-6.596227680968545e-05,0.0
69.0,1.3723026563377136,-3.4241830563310547e-07,3.319848993993886,-0.000461763428527789,-0.2027729299837416,-6.56238168780686e-05,0.0
70.0,1.3631807230981532,2.9332626498242263e-07,3.322735275597524,-0.0004475906495127822,-0.2059646685085683,-6.514898616717844e-05,0.0
71.0,1.3540574096013955,-9.085233198809716e-07,3.3256243228074447,-0.0004812646900494008,-0.20920245151595268,-6.731958305593869e-05,0.0
72.0,1.3449351159569067,1.938290206151917e-06,3.3285128834049487,-0.0004109862483550234,-0.21250061071470344,-6.669603321023079e-05,0.0
73.0,1.3358127841733303,2.697784894231842e-06,3.3314006226351354,-0.0003247264030724554,-0.21585320634187927,-6.667440318552364e-05,0.0
74.0,1.3266894894384287,2.544139124179031e-06,3.3342911822699084,-0.00024363164637065455,-0.21925292764100163,-6.752707674785069e-05,0.0
75.0,1.3173512554324986,3.049395167133391e-06,3.33578962203099,-0.00014626007497328062,-0.22253798068710318,-6.874443610569883e-05,0.0
76.0,1.3080199981223122,3.355398620051353e-06,3.3372283489219545,-4.122135040845711e-05,-0.22555562584156885,-7.042091153489149e-05,0.0
77.0,1.2986989807159464,2.883970483614636e-06,3.338637393851982,4.650713476279692e-05,-0.2283743561897499,-7.306911952216373e-05,0.0
78.0,1.2893848623950805,1.8413422200507374e-06,3.34003050339474,0.00010056904849599812,-0.2310561988704393,-7.69654112994822e-05,0.0
79.0,1.2800731562237782,7.979048176791427e-07,3.3414157222439753,0.0001232793979424389,-0.23360450686033404,-8.17847463645426e-05,0.0
80.0,1.2707686949049848,2.1831863150505623e-07,3.342790534852535,0.00013099744446709553,-0.2361371450343527,-8.70067350517451e-05,0.0
81.0,1.2614658073322857,3.9748516402969774e-07,3.34416466535381,0.0001478264364582754,-0.2386785804337866,-9.359380756577213e-05,0.0
82.0,1.2521612534031294,1.499343120128559e-06,3.3455428725171825,0.00019970496759034163,-0.24121745675212183,-9.862445196486257e-05,0.0
83.0,1.2428578949008835,2.7590932270714494e-06,3.3469193760712987,0.000287925191819762,-0.24377341942901143,-0.00010211052946323375,0.0
84.0,1.233553748177351,3.344683906241239e-06,3.348299781776931,0.00038947957694257165,-0.24635306022472045,-0.00010507000736944661,0.0
85.0,1.224251532964372,2.947050847394165e-06,3.3496758397990796,0.000474692882179219,-0.24897138352742113,-0.0001082196120366071,0.0
86.0,1.214948251656511,1.892090745927915e-06,3.3510546076374834,0.0005264251724252472,-0.25161678865461107,-0.00011203440505503135,0.0
87.0,1.2056424350944202,-5.148087097926311e-07,3.3524383402992677,0.0004954003622690096,-0.2542696370272594,-0.00011816625894515391,0.0
88.0,1.1963359931891566,-1.7340155661143628e-06,3.3538222135356532,0.0004279271317378302,-0.2568918012516844,-0.00012534282997012214,0.0
89.0,1.187029036637756,5.213016987132365e-07,3.35520673225565,0.0004414450870254899,-0.25948356121491906,-0.0001297638998871168,0.0
90.0,1.1777233651469659,2.349653956740997e-06,3.356590577836063,0.0004961336477360697,-0.2620384675523563,-0.00013384194696977624,0.0
91.0,1.1684101646570468,9.066102736690048e-07,3.357980411634601,0.0004857916818895593,-0.26444548567816156,-0.00014045787190480037,0.0
92.0,1.1590990892863013,-3.7678369493969737e-07,3.359371989945809,0.0004397022756481577,-0.2667739333961948,-0.00014755064063083753,0.0
93.0,1.1497928823214802,2.7045738923233392e-06,3.360754054239491,0.000519313625321199,-0.2690784470858178,-0.00014950229103989686,0.0
94.0,1.1404826965730426,2.886059845277367e-06,3.362141689065565,0.0006044475448273423,-0.2712640241369175,-0.00014976623091604506,0.0
95.0,1.1311717600517277,1.4924662246599344e-06,3.363531387294952,0.0006543960068446875,-0.27335805631988264,-0.0001490517021855671,0.0
96.0,1.121860415994795,-1.4236529737910962e-06,3.3649222727952495,0.0006319731322016331,-0.2753614931069559,-0.00014707060369548036,0.0
97.0,1.112550569018366,-1.3164380543256287e-06,3.366310338993944,0.0006139789878078836,-0.27728875648586976,-0.00014435431507922038,0.0
98.0,1.1032414402736863,-1.453528589605623e-06,3.367696983595174,0.0005913022929686751,-0.2791426215449917,-0.00014065606466051817,0.0
99.0,1.0939320284440608,-2.437014994368814e-06,3.3690829883117637,0.0005431525642372608,-0.28090823414993055,-0.00013615315458373196,0.0
100.0,1.0845437753463187,-2.158918992093057e-06,3.3701208987291267,0.000503191713261566,-0.2825688717821559,-0.00013155922405015783,0.0
101.0,1.075160124679897,-2.2150021543595883e-06,3.3711367460413473,0.00046057565393126793,-0.28407254576678975,-0.0001259967397472537,0.0
102.0,1.0657772961330736,-2.516893705375996e-06,3.3721505551987576,0.00040993899875081674,-0.28543665687582626,-0.00012046202890643568,0.0
103.0,1.0563991924241518,-2.3651439430747162e-06,3.3731542700510544,0.0003628281449375701,-0.2866986332737392,-0.00011521803986210843,0.0
104.0,1.047023423083709,-2.4035464244522773e-06,3.3741551618940115,0.00031404790572243994,-0.28789946345400086,-0.00011021352118272568,0.0
105.0,1.0376491994849657,-2.838048248400766e-06,3.375153843941108,0.0002540515056988339,-0.289059063279,-0.00010543497072999322,0.0
106.0,1.028273850284458,-3.2993473634151206e-06,3.3761554968403678,0.00018258326100099612,-0.2901745301767687,-0.00010019717487976631,0.0
107.0,1.0188991019991647,-3.920719159083082e-06,3.377156877155013,9.56504368798721e-05,-0.29126052133526914,-9.447803148899144e-05,0.0
108.0,1.0095238575053773,-3.9809003195780986e-06,3.3781593302493778,7.714560176126852e-06,-0.29231517524716744,-8.837386906655099e-05,0.0
109.0,1.0001479435126375,-3.9707162636373035e-06,3.379164149781865,-7.985704618100163e-05,-0.2933435727762807,-8.218857360541271e-05,0.0
110.0,0.9907719079348153,-4.098688862622621e-06,3.380168942942451,-0.00017086769817931403,-0.2943354694942238,-7.597946427295715e-05,0.0
111.0,0.9813945252794409,-3.851618999215669e-06,3.381176035481363,-0.00025551317270197335,-0.2952811043900059,-6.928653885418862e-05,0.0
112.0,0.9720175415911649,-3.444392900829761e-06,3.3821829845087104,-0.00033011718490958596,-0.296193338282846,-6.319655340249905e-05,0.0
113.0,0.9626407012668404,-2.617844127195381e-06,3.3831900770468026,-0.00038420512985751936,-0.2970736938943726,-5.8363621899267737e-05,0.0
114.0,0.9532634912879189,-1.9372530004736268e-06,3.3841974067850518,-0.0004220589113723681,-0.2979111720156953,-5.4164296136088726e-05,0.0
115.0,0.9438853155403624,-3.09548526341871e-06,3.3852063733716578,-0.0004895913372867322,-0.29869822989183975,-4.982092111670727e-05,0.0
116.0,0.9345067741721246,-2.7326072093703928e-06,3.3862169793301375,-0.000546656003910061,-0.29943998669324484,-4.649332540772487e-05,0.0
117.0,0.9251297827436924,-2.461886156950304e-06,3.387223418097824,-0.0005972785724036837,-0.30013835196563143,-4.386950328869567e-05,0.0
118.0,0.9157528779413746,1.3353705710747584e-07,3.388231668951384,-0.0005838991295964811,-0.30080526533626956,-4.193850493195767e-05,0.0
119.0,0.9063730921206437,-4.072312235283618e-06,3.3892423584131395,-0.0006779364876741897,-0.3013958297407253,-3.84155252956865e-05,0.0
120.0,0.8969958764779608,-2.957126137516871e-06,3.390249767428154,-0.0007400164836664451,-0.30195689873445297,-3.609897154053223e-05,0.0
121.0,0.8876189792169871,-2.4703605464641956e-06,3.3912577185984643,-0.0007907151031750332,-0.3024974372675952,-3.47637495289643e-05,0.0
122.0,0.8782425569303921,-2.2950104266525063e-06,3.3922646431256047,-0.0008373945518819364,-0.3030165657190021,-3.3829085006679556e-05,0.0
123.0,0.8688655991422229,-2.255130920884328e-06,3.3932721641221404,-0.0008831391521466987,-0.3035084705566511,-3.331848078884596e-05,0.0
124.0,0.8594883865817587,-2.0041017966560225e-06,3.394280212114838,-0.0009226879417199169,-0.3039709138555799,-3.2983027195141036e-05,0.0
125.0,0.8500910600302453,-1.7871966752101899e-06,3.3950837849344393,-0.0009572986615293522,-0.3044091348328165,-3.288057481615616e-05,0.0
126.0,0.8406963114521727,-2.498832470916526e-06,3.395876078780097,-0.0010287992146929903,-0.3047966921313,-3.269239113345581e-05,0.0
127.0,0.8313044090602956,-2.1776078515332012e-06,3.396660306593285,-0.0010862974285230048,-0.30513351181487064,-3.277919431544825e-05,0.0
128.0,0.8219138937170295,-3.174151543248085e-06,3.397443689602633,-0.0011588588055534569,-0.3054787201542939,-2.9882381194047633e-05,0.0
129.0,0.8125248894924505,-3.099972932219168e-07,3.398225130758157,-0.0011571880945049557,-0.30584411160696345,-2.7056783447930384e-05,0.0
130.0,0.8031361196421273,2.6224713644349e-07,3.3990044327521716,-0.0011411870158491166,-0.3062073230772554,-2.370792078449822e-05,0.0
131.0,0.7937469304132336,1.3836799908943478e-06,3.3997851208629566,-0.0010940369196898627,-0.3065734230801485,-2.0091313904453552e-05,0.0
132.0,0.7843570419394541,1.8169905576283139e-06,3.4005674541677178,-0.0010319073194620953,-0.30694045477135634,-1.6017176627250697e-05,0.0
133.0,0.7749674960175983,2.884203576730398e-06,3.401348973348038,-0.0009402367141093231,-0.3073110224228893,-1.145396800263292e-05,0.0
134.0,0.7655782527558377,3.465122819923814e-06,3.4021304291433814,-0.0008412323095316329,-0.30768717470334883,-6.8694052466888584e-06,0.0
